id,focus,signal,slack,drag,confidence,score,lane
l001,sync drift,35,33,6,25,164,watch
l002,local state,35,34,6,55,225,ship
l003,conflict cost,35,35,6,85,286,ship
l004,form pressure,35,36,18,25,119,watch
l005,sync drift,35,37,18,55,180,watch
l006,local state,35,38,18,85,241,ship
l007,conflict cost,35,39,34,25,58,hold
l008,form pressure,35,40,34,55,119,watch
l009,sync drift,35,41,34,85,180,watch
l010,local state,60,42,6,25,248,ship
l011,conflict cost,60,43,6,55,309,ship
l012,form pressure,60,44,6,85,370,ship
l013,sync drift,60,45,18,25,203,ship
l014,local state,60,46,18,55,264,ship
l015,conflict cost,60,47,18,85,325,ship
l016,form pressure,60,48,34,25,142,watch
l017,sync drift,60,32,34,55,186,watch
l018,local state,60,33,34,85,247,ship
l019,conflict cost,85,34,6,25,315,ship
l020,form pressure,85,35,6,55,376,ship
l021,sync drift,85,36,6,85,437,ship
l022,local state,85,37,18,25,270,ship
l023,conflict cost,85,38,18,55,331,ship
l024,form pressure,85,39,18,85,392,ship
l025,sync drift,85,40,34,25,209,ship
l026,local state,85,41,34,55,270,ship
l027,conflict cost,85,42,34,85,331,ship
